timestamp_us,x,y,z,qx,qy,qz,qw,vx,vy,wz,u_steering_angle,u_longitudinal_actuation,ref_traj_0_x,ref_traj_0_y,front_steering_angle,acceleration,x_ref_0,y_ref_0,yaw_ref_0
2753672046209,15.698490142822266,0.14028704166412354,0.03085835836827755,-0.0040365359745919704,-0.001402797526679933,0.01261088252067566,0.9999114274978638,13.409867518278284,0.0322412012847365,0.02641026599003468,0.009901639303891254,-3.9417628425958755,0.0,0.0,0.007620204984136919,-2.489061682605291,0.0,0.0,-1.8626449271863521e-09
2753672146209,17.025169372558594,0.17441435158252716,0.03444107249379158,-0.004038105718791485,-0.0013982733944430947,0.01373137068003416,0.9998967051506042,13.12120416047296,0.01643124608173735,0.015029448153061533,-0.0017190733281435833,-3.5678342257120708,0.0,0.0,0.001722833498698905,-3.1702623302641033,-1.350332260131836,0.0015676915645599365,-0.002263818634673953
2753672246209,18.32085418701172,0.2102375626564026,0.03792004659771919,-0.004038358107209206,-0.0013975442852824926,0.013911919668316841,0.9998942017555237,12.801823271386747,-0.011045087616007448,-0.008285519774663878,-0.009175351122096597,-3.234153624766049,0.0,0.0,-0.005158923429050754,-3.2106070641680113,-2.6774473190307617,0.006925255060195923,-0.004505007062107325
2753672346209,19.584857940673828,0.24511049687862396,0.04131454974412918,-0.0040369597263634205,-0.001401579356752336,0.012912672944366932,0.9999076128005981,12.490831010341436,-0.03786611051481547,-0.030908828174744215,-0.01434492538723646,-2.9374096238334495,0.0,0.0,-0.010959507178883762,-3.038094077548355,-3.9736270904541016,0.008144736289978027,-0.004866145551204681
2753672446209,20.818832397460938,0.2761937379837036,0.04465221241116524,-0.004034154117107391,-0.0014096349477767944,0.010916684754192829,0.9999313950538635,12.200410670665091,-0.05845150900929564,-0.04780724847067318,-0.017343517551645933,-2.6747947803334817,0.0,0.0,-0.014990748081680551,-2.8086854611183885,-5.238124847412109,-0.002003967761993408,-0.002867452334612608
2753672546209,22.39220428466797,0.319277286529541,0.051913391798734665,-0.003472589422017336,-0.0013671612832695246,0.014599718153476715,0.9998864531517029,12.490613520718925,0.007303771929981806,0.0018575353865122384,0.021523786513147538,-6.4087593885160326,0.0,0.0,0.008066683972830797,-5.081984597839313,0.0,0.0,5.421012154897229e-20
2753672646209,23.614383697509766,0.3553890287876129,0.0551295280456543,-0.0034736974630504847,-0.0013643442653119564,0.01541074551641941,0.9998742938041687,11.956203761245014,0.027569100264557347,0.022112364189466476,0.00564876321956808,-5.793202637857786,0.0,0.0,0.006539866115225006,-5.5310896409579895,-1.2716350555419922,-0.003846496343612671,0.00258314679376781
2753672746209,24.78213882446289,0.39191681146621704,0.05818847194314003,-0.00347491935826838,-0.0013612299226224422,0.016307031735777855,0.9998601078987122,11.413339124594788,0.014027466114600907,0.011487828240980904,-0.0014888350388144909,-5.253119812169415,0.0,0.0,0.0014700703914294992,-5.355563086625171,-2.494356155395508,-0.00020179152488708496,0.000960901437792927
2753672846209,25.8968448638916,0.4284897446632385,0.0610966831445694,-0.0034751284401863813,-0.0013606961583718657,0.016460631042718887,0.9998576045036316,10.898895869373042,-0.00700036785250272,-0.005211556629787039,-0.006531226587351801,-4.782680983694175,0.0,0.0,-0.0035824207188460177,-4.9938115181018805,-3.6626834869384766,0.00585290789604187,-0.0008319095941260457
2753672946209,26.96200180053711,0.4633846580982208,0.06387598812580109,-0.0034742075949907303,-0.0013630453031510115,0.015784619376063347,0.9998685121536255,10.422277906332999,-0.02812863969532659,-0.02135672058179167,-0.011364457761101789,-4.3761546032155705,0.0,0.0,-0.008496458165537667,-4.603786490917025,-4.777990341186523,0.0071280598640441895,-0.001139152911491692
2753673046209,28.762351989746094,0.5150084495544434,0.07547473907470703,-0.00746102724224329,-0.0003224387182854116,0.015013332478702068,0.9998593926429749,11.634738326466737,-0.02131362134602896,-0.015798889841589246,0.0034377519250365406,-7.245587766212737,0.0,0.0,-0.00096049361495419,-6.271975722480723,0.0,0.0,0.0
2753673146209,29.893407821655273,0.5486657023429871,0.07595563679933548,-0.007460877299308777,-0.00032589142210781574,0.014550627209246159,0.999866247177124,10.991924509343168,-0.007699509362352966,-0.006093535107696613,-0.00177848298177935,-6.695707288796202,0.0,0.0,-0.001477020374946232,-6.5395448400412315,-1.1927566528320312,-0.0005001723766326904,0.0024711492005735636
